"";"PROBEID";"ENTREZID";"SYMBOL";"logFC";"AveExpr";"t";"P.Value";"adj.P.Val";"B"
"189";"10416090";"56471";"Stmn4";3,26902170148779;8,03703075465042;9,38959363044707;2,02446084371732e-06;1,61253263412682e-05;5,15673913068132
"190";"10456363";"14680";"Gnal";3,13847214187298;7,28472205210905;9,35741031507325;2,0911063935682e-06;1,6551583102623e-05;5,12241683297163
"191";"10494372";"64051";"Sv2a";3,48749485279477;8,31731568398819;9,32627496902764;2,15785345121721e-06;1,6901049822735e-05;5,08911891085733
"192";"10395428";"217480";"Dgkb";3,03500105710172;6,79031068281576;9,29722077287376;2,22222854861065e-06;1,72376559109153e-05;5,05796363180614
"193";"10476594";"72899";"Macrod2";3,49241135087316;7,39531284161946;9,29023007906;2,23802689822181e-06;1,73335355158746e-05;5,05045539486906
"194";"10501063";"12508";"Cd53";-3,1849274413056;8,0657951866396;-9,27662916043166;2,26911415273316e-06;1,75204801808279e-05;5,03583418514347
"195";"10571815";"234267";"Gpm6a";4,02589368460307;7,60917517444557;9,22791462148041;2,38436345854053e-06;1,83261593871362e-05;4,98331986188298
"196";"10555510";"207728";"Pde2a";3,13799973542645;7,93410000093637;9,0205244340551;2,95120441675629e-06;2,14718220336006e-05;4,75717782325782
"197";"10553501";"140919";"Slc17a6";3,31874128688031;7,66754754288502;8,99177856544569;3,04068348725538e-06;2,19643641013491e-05;4,72549943623132
"198";"10513514";"17844";"Mup5";3,04651900562147;5,59854473104065;8,74452047746909;3,94384780257236e-06;2,64075439848205e-05;4,44959186239792
"199";"10544704";"60531";"Npvf";3,22022947347719;7,31104850397811;8,73428234242478;3,98704086631423e-06;2,65556935904311e-05;4,43803341344141
"200";"10577641";"69068";"Tcim";3,83760009085409;9,27460543699932;8,47975240137364;5,24401879881297e-06;3,22443204678232e-05;4,14717351310586
"201";"10416437";"18826";"Lcp1";-3,28156893324762;8,36264767118106;-8,45461415892637;5,38973466924257e-06;3,29394450937224e-05;4,11807673460693
"202";"10601942";"27206";"Nrk";-3,26857009153443;8,87370454065743;-8,42481340069775;5,5681828357016e-06;3,37707983055984e-05;4,08349576841329
"203";"10405063";"18295";"Ogn";-4,4247146902773;9,31673167286267;-8,37860989371452;5,85762701687346e-06;3,50761940844133e-05;4,02969252444849
"204";"10520527";"65254";"Dpysl5";3,01618578533633;7,94298811392223;8,20827076506868;7,07402919049538e-06;4,05770821143091e-05;3,82933446265614
"205";"10603066";"70008";"Ace2";3,86063514011234;7,3550307558901;8,17250301720717;7,36269752496777e-06;4,16174001355241e-05;3,78685901650795
"206";"10358565";"545370";"Hmcn1";-4,25108889619254;7,70493757835284;-7,85084995773874;1,06134418711175e-05;5,46050754226272e-05;3,3984333357564
"207";"10385096";"70357";"Kcnip1";3,01849189259335;7,1058081580645;7,4972169330143;1,60724807610265e-05;7,37798094808445e-05;2,95757694112163
"208";"10498337";"229320";"Clrn1";3,35604880899346;7,35997694329099;7,27869881526297;2,09178436876063e-05;8,93037831269358e-05;2,67765986248394
"209";"10547227";"19713";"Ret";3,63946621558035;7,97186003805426;7,06253159610915;2,72967384329961e-05;0,000108199807530791;2,39493948210244
"210";"10593233";"15561";"Htr3a";3,25420816459249;7,38533773634812;6,94151801288245;3,17604305330649e-05;0,000121223384366172;2,2340906803515
"211";"10372648";"17105";"Lyz2";-3,70905368812979;10,3365422178723;-6,81708251962513;3,71821929122762e-05;0,000137041386450071;2,06673218599694
"212";"10502575";"229927";"Clca3b";3,10815751343806;7,64689606956398;6,63776823718681;4,68217126159341e-05;0,000163486894050928;1,82201713367691
"213";"10405047";"66695";"Aspn";-3,63324158297556;10,2030441092524;-6,58669775928869;5,00361505341325e-05;0,000170691658317386;1,75154480038393
"214";"10495186";"229694";"AI504432";3,06949767880338;7,59496016751196;6,58460604872162;5,01727664352939e-05;0,000171041979963997;1,74865106448679
"215";"10456353";"225642";"Grp";3,48576736680685;7,65415614213055;6,38041281910176;6,56518724755998e-05;0,000209504266469604;1,46334897121033
"216";"10551883";"22177";"Tyrobp";-3,25188302954451;10,2436739370257;-5,83452130084902;0,000138435822577653;0,00036585047185758;0,672751263698101
"217";"10561187";"12587";"Mia";3,12989504236193;9,2252916364692;5,75520527254048;0,000154808050169501;0,00039782986185251;0,554451572051097
"218";"10411527";"27220";"Cartpt";4,15664142190886;8,91390890398317;4,99114190249151;0,000475506528774926;0,000945015340198335;-0,630015396654617
"219";"10600707";"11614";"Nr0b1";4,81390372789135;7,54946965616085;4,6165970372469;0,000849658262557766;0,0014772334344194;-1,23967016552956
